批次,批次名称,邀请码,邀请码链接,是否使用,使用人id,使用人昵称,使用时间,邀请码标题,使用须知,申请人,申请原因,生效时间,失效时间,生成时间
1507104,会员领取微商课程,"		0506230077425440",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/0506230077425440,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
1507104,会员领取微商课程,"		3073459536653023",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/3073459536653023,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
1507104,会员领取微商课程,"		5208619484748152",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/5208619484748152,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
1507104,会员领取微商课程,"		2256742018649885",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/2256742018649885,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
1507104,会员领取微商课程,"		1948032970362884",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/1948032970362884,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
1507104,会员领取微商课程,"		0308838025513375",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/0308838025513375,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
1507104,会员领取微商课程,"		2133562265883634",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/2133562265883634,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
1507104,会员领取微商课程,"		0429710965108851",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/0429710965108851,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
1507104,会员领取微商课程,"		0945668227154595",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/0945668227154595,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
1507104,会员领取微商课程,"		9156256907096617",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/9156256907096617,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
1507104,会员领取微商课程,"		5621314586031080",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/5621314586031080,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
1507104,会员领取微商课程,"		2474934014070256",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/2474934014070256,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
1507104,会员领取微商课程,"		8781936707117929",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/8781936707117929,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
1507104,会员领取微商课程,"		3043484535347815",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/3043484535347815,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
1507104,会员领取微商课程,"		6975333304574878",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/6975333304574878,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
1507104,会员领取微商课程,"		9123068411880046",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/9123068411880046,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
1507104,会员领取微商课程,"		0123457503341020",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/0123457503341020,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
1507104,会员领取微商课程,"		2433127246146616",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/2433127246146616,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
1507104,会员领取微商课程,"		7302978901322635",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/7302978901322635,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
1507104,会员领取微商课程,"		1782965327893060",https://wx5dd8e2e44c4a7db7.h5.xiaoe-tech.com/giftcode/1782965327893060,未使用,,,,会员领取微商课程,"本邀请码只可使用一次，请勿给他人使用。
听课渠道：爱用旺铺公众号-在线课程-我的课程",,,"	2020-05-22 10:13:00","	2021-05-31 12:00:00","	2020-05-22 10:14:54"
